word|phonemes
לַעֲנָפִים|leˈanafim
לַעֲנָפִים|laˈanafim
פִּירָמִידָה|piraˈmida
חֲלַל|xalal
מְמַדֵּי|memadei
מְסַיַּעַת|mesaˈjaˈat
אֵקוֹלוֹגִית|ekoˈlogit
הַמְּשַׁמְּשׁוֹת|ameʃamʃot
הַמְּכִילוֹת|amexilot
מִתְפָּרֵק|mitparek
אָלַת|elat
הִתְפַּתְּחוּתִית|hitpatxutit
זְקוּקִים|zkukim
הַגְּדָלִים|agdelim
לְמִינִים|leminim
לְמִינִים|laminim
שְׂרֵפוֹת|srefot
לַהֲכָנַת|leaxanat
אוֹפְּטִית|ˈoptit
הַמַּסָּה|amasa
חוֹלוֹת|xolot
בַּנְּגִיף|benagif
בִּנְגִיף|banagif
שָׁאַלְתִּי|ʃaˈalti
מִמַּעַל|miˈmaˈal
מִשְׂרוֹת|misrot
מִשְׂרוֹת|miʃrot
מֵעוֹדִי|meˈodi
מַזָּלִי|mazali
מִכֶּם|mikem
מַטְתִּי|mitati
לִמְשֹׁל|limʃol
תֵּכֶף|ˈtexef
תָּפוּשׁ|tafus
וְיָפֶה|vejafe
וְיָפֶה|vejafa
ואֹמר|veˈomer
ואֹמר|veˈomar
וּפִתְאֹם|ufitˈom
וְחוּץ|vexuts
וְאָשִׂים|veˈasim
וְאָשׁוּב|veˈaʃuv
וְאָרוּץ|veˈaruts
וְאֶצְחַק|veˈetsxak
וַאֲנַחְנוּ|veˈaˈnaxnu
שִׁלְשׁוּלִים|ʃilʃulim
שָׁוֶה|ʃave
פְּרוּטָה|pruta
עָפָה|ˈafa
עִבְרִים|avarim
עִבְרִים|ivrim
חֲתִיכָה|xatixa
חוּטִים|xutim
חַשְׁתִּי|ˈxaʃti
אָחוֹר|axor
אַגִּיד|agid
חֶרֶשׁ|ˈxereʃ
חֶרֶשׁ|xereʃ
כָּתַבְתִּי|kaˈtavti
הַלָּז|alaz
הָעִנְיָנִים|aˈinjanim
הַזַּחַל|aˈzaxal
הַכְּנִימוֹת|aknimot
הֲגוּנָה|aguna
הֲבַתָּהּ|abata
הַנִּיר|anir
דָּמְנִי|doˈmani
בִּקְפִיצָה|bikfitsa
בָּעֵשֶׂב|baˈesev
בְּכַפִּי|bexapi
בְּנַפְשְׁךָ|benafʃexa
בְּנַפְשְׁךָ|benafʃex
בְּנַחַת|beˈnaxat
נֶעֱזָב|neˈezav
נֶאֶנְחָה|neˈenxa
נָגַשְׂתִּי|niˈgaʃti
מִפִּי|mipi
מִכַּף|mikaf
מְנָיוֹת|menajot
לִבְכּוֹת|livkot
תַּעֲנוּג|taˈanug
וְהַיַּעַר|veaˈjaˈar
שׁוֹטֵר|ʃoter
שֶׁקֶר|ˈʃeker
שֶׁעָלִינוּ|ʃeˈaˈlenu
שֶׁעָלִינוּ|ʃeˈaˈlinu
אֲיֻמָּה|ajuma
חָתָן|xatan
אֻשְׁפַּז|uʃpaz
כְּדַרְכִּי|kedarki
הַמַּרְתֵּף|amartef
הֱיִיתֶם|aˈjitem
הַיַּלְדָּה|ajalda
הָלוֹךְ|alox
הָאָבָק|aˈavak
הִסְבִּירָה|hisˈbira
הִסְבִּירָה|asavira
גּוֹי|goi
בְּקַן|beken
בְּקַן|baken
צַעֲדֵי|tsaˈadei
נִפְלָא|nifla
נֶהְדָּר|nehedar
מֵרָעָב|meraˈav
יֻרְשֶׁה|jurʃe
לְעֵינֵי|leˈeinei
לְעֵינֵי|leˈeini
תּוֹשַׁב|toʃav
תַּעֲשֶׂה|taˈase
וּלְבַקֵּשׁ|ulvakeʃ
וֶרֶד|ˈvered
עוֹשׂוֹת|osot
אַחֲרֵיהֶן|axrehen
כּוֹאֵב|koˈev
הַמִּיּוּן|amijun
הַיּוֹדֵעַ|ajoˈdeˈa
הַשְּׁמִירָה|aʃmira
הַגֹּלֶם|aˈgolem
הַבְּתוּלָה|abtula
בִּמְנוּחָה|bimnuxa
בַּלֵּילוֹת|beleilot
בַּלֵּילוֹת|baleilot
בְּקוֹלוֹ|bekolo
רֵעוּת|raˈot
רֵעוּת|reˈut
מוּכָנוּת|muxanot
מֵהַמָּקוֹם|meamakom
מֵהָעוֹלָם|meaˈolam
יָדְעָה|jadˈa
לְהוֹתִיר|lehotir
לִצְחֹק|litsxok
וּמַטָּה|vaˈmata
וּמַטָּה|umate
וּמַטָּה|vemita
וְלַיְלָה|veˈlaila
וְכֻלָּם|vekulam
וּבִגְלַל|uviglal
שָׂמֵחַ|saˈmeˈax
שָׂמֵחַ|samax
קָנִים|kinim
חוֹשְׁבִים|xoʃvim
אוֹחֵז|oxez
כְּרוּב|kruv
הַמֵּת|amet
הַמַּאֲמָר|aˈmaˈamar
הַמַּכְשִׁיר|amaxʃir
הַיּוֹשֵׁב|ajoʃev
הִכָּה|hika
הוֹאִיל|hoˈil
הַזָּר|azar
הֵרִימוּ|heˈrimu
הִצִּיעָה|heˈtsiˈa
הֵנִיעַ|heˈniˈa
בְּזַעַם|beˈzaˈam
סִפְּרָה|sipra
סִפְּרָה|sifra
סְתָם|stam
סְתָם|satam
נוּכַל|noxel
נוּכַל|nuxal
נִשְׁאֲרָה|niʃˈara
נָבוֹן|navon
מִנּוּיוֹ|minujo
מִתּוֹכָן|mitoxan
מֶשֶׁק|ˈmeʃek
מֶשֶׁק|maʃak
מַטְבְּעוֹת|matbeˈot
יִשּׁוּב|jaʃuv
לְתוֹכוֹ|letoxo
לָתוּר|letor
לְתוֹר|lator
לָתוּר|latur
לְחַבְרֵי|lexavrei
לְהִתְקָרֵב|lehitkarev
לְהִתְאַבֵּד|lehitˈabed
לִרְאוֹתוֹ|lirˈoto
תְּשׁוּבָה|tʃuva
וְעַתָּה|veˈata
וּבִמְהֵרָה|ubimhera
וּבִקְּשׁוּ|uvikeʃu
וּבְאוֹתוֹ|uveˈoto
שֶׁקּוֹרֶה|ʃekore
שֶׁקּוֹרֶה|ʃekora
שִׁחְרוּרוֹ|ʃixruro
שָׂרִיד|sarid
שְׂרָרָה|srara
שְׁנָתִי|ʃnati
פַּרְלָמֶנְטָרִית|parlamenˈtarit
אַשְׁכְּנַזִּי|aʃkenazi
כְּבֶעָבָר|kebaˈavar
כְּנָפָיו|knafav
הַמַּכַּבִּים|amakabim
הַמְּרִיבָה|ameriva
הַתְּכֵלֶת|atˈxelet
הִתְגַּבְּרָה|hitgabra
הַגַּרְעִינִית|agarˈinit
הָרֶשֶׁת|aˈreʃet
דִּוְּחוּ|divxu
דְּרִישׁוֹת|driʃot
בְּמוֹעֶצֶת|bemoˈetset
בִּמְעַט|bimˈat
בְּתַפְקִידוֹ|betafkido
בּוֹלְטוֹת|boltot
בַּשְּׁרִירִים|baʃririm
בַּשְּׁרִירִים|beʃririm
בְּעַצְמָם|beˈatsmam
בְּכַף|bexaf
בְּכַף|bakaf
בְּגֶזַע|beˈgeza
בְּגֶזַע|baˈgeza
בְּבִצּוּעַ|beviˈtsuˈa
בִּרְבוֹת|birvot
בִּצְעָדִים|bitsˈadim
רְאִיָּה|reˈaja
צְלָלִים|tslalim
נִפְגְּשׁוּ|nifgeʃu
נְאוּמוֹ|neˈumo
נִרְאִים|nirˈim
מִתְגַּלֶּה|mitgale
מְשִׁיכָה|meʃixa
מִשַּׂחְקָנֵי|misaxkanei
מִשְּׂדֵה|misade
מִשְּׂדֵה|misde
מְכִירוֹת|mekirot
מְכִירוֹת|mexirot
מֵהַמִּטְבָּח|meamitbax
מִבְחַר|mivxar
מְסֻכָּן|mesukan
מַסְכִּימִים|maskimim
מִנִּי|mini
יָדָיו|jadav
לְמַמֵּשׁ|lemameʃ
לְמִשְׁפַּחְתּוֹ|lemiʃpaxto
לְמִקְרֵה|lemikre
לְמִקְרֵה|lamikre
לַשַּׂחְקָנִים|lasaxkanim
לַשַּׂחְקָנִים|lesaxkanim
לְשָׁנִים|laʃanim
לְשָׁנִים|leʃanim
לִפְתִיחַת|liftixat
לְעִכּוּל|laˈikul
לָאוֹיֵב|laˈojev
לָאוֹיֵב|leˈojev
לַחֻקָּה|lexuka
לַחֻקָּה|laxuka
לְחַדֵּשׁ|lexadeʃ
לְהִתְעַמֵּת|lehitˈamet
לְהִתְעַלֵּם|lehitˈalem
לְהִתְבַּצֵּעַ|lehitbaˈtseˈa
לְהַזְכִּיר|leazkir
לְדוֹר|ladur
לַגֶּזַע|leˈgeza
לַגֶּזַע|laˈgeza
לָבְשׁוּ|lavʃu
לִבְאֵר|leˈbeˈer
לִבְאֵר|laˈbeˈer
לְרָמַת|leramat
לַצְּרָכִים|letsraxim
לִסְגַן|lesgan
לִסְגַן|lasgan
לְנִהוּל|lenihul
לִנְהֹג|linhog
תִּיק|tik
וּמִלֵּב|umilev
וּמִשְׁטַר|umiʃtar
וּמְנַסֶּה|umenase
וּלְמָחֳרָת|ulemoxorat
וְאִי|veˈi
וּזְכוּיוֹת|vezxujot
וְהוֹלֶכֶת|vehoˈlexet
וְהֵבִיאָה|veheˈviˈa
וּבְרֹאשָׁן|uvroʃan
וְסוֹף|vesof
שֶׁמָּצָא|ʃematsa
שֶׁמִּסְפָּרוֹ|ʃemisparo
שֶׁמִּסְפָּרוֹ|ʃemisifro
שִׂיחִים|sixim
שִׂיחוֹת|sixot
שִׂיחָה|sixa
שֶׁלְּכָל|ʃelexol
שֶׁלְּכָל|ʃelakol
שֶׁעָלוּל|ʃeˈalul
שֶׁעִם|ʃeˈam
שֶׁעִם|ʃeˈim
שֶׁהוֹבִילָה|ʃehoˈvila
שֶׁבָּאָה|ʃeˈbaˈa
שֶׁנֶּאֶכְלוּ|ʃeneˈexlu
קְעָרוֹת|keˈarot
פְּרִישָׁה|priʃa
פְּרוֹפֵסוֹר|proˈfesor
פָּרְשׁוּ|parʃu
פָּרְשׁוּ|perʃu
עוֹבְרוֹת|ovrot
עֲבֵרָה|avera
עָרוּךְ|arux
עֵר|er
זַמֶּרֶת|zaˈmeret
אִלְמָלֵא|ilmale
חָלִיל|xalil
חֻלְדָּה|xulda
אָח|ax
חֲסֵרִים|xaserim
כְּנֵסִיּוֹת|knesijot
הַמִּשְׁפָּטִים|amiʃpatim
הַמִּפְנֶה|amifne
הַמְּחוֹזִי|amexozi
הַמְּכִירָה|amexira
הַמִּכְלָלוֹת|amixlalot
הַמִּגְרָשׁ|amigraʃ
הוֹכִיחַ|hoˈxiˈax
הַפְּגִיעוֹת|apgiˈot
הָעֹמֶס|aˈomes
הָעוֹבְדוֹת|aˈuvdot
הָעֻבְדּוֹת|aˈovdot
הֶעָשׂוּי|aˈaˈsui
הַזַּמֶּרֶת|azaˈmeret
הַגָּאוֹן|agaˈon
הִבְהִיר|abahir
הַבְּרִיאָה|abriˈa
הָרָשׁוּיוֹת|araʃujot
הַנּוֹתָרִים|anotarim
הִנְהִיג|hinhig
גִּבְעָה|givˈa
בִּמְכוֹן|bemaxon
בִּמְכוֹן|bamaxon
בִּיעִילוּת|bijˈilut
בְּשִׂיחַ|baˈsiˈax
בְּשִׂיחַ|beˈsiˈax
בִּשְׁכוּנוֹת|baʃxunot
בִּשְׁכוּנוֹת|beʃxunot
בַּעֲרִיכַת|beˈarixat
בְּאֵרוּעַ|beˈeˈruˈa
בְּאֵרוּעַ|baˈeˈruˈa
בְּהַפְעָלַת|beafˈalat
בַּדִּיּוּן|badijun
בְּדִיּוּן|bedijun
בְּגָדְלוֹ|begodlo
בַּגָּבִיעַ|begaˈviˈa
בְּרֵרָה|brera
בָּרִי|bari
בִּרְשׁוּתוֹ|birʃuto
בִּצְבָעִים|bitsvaˈim
רְכִישָׁה|rexiʃa
צָדוּ|tsido
צְדָדִי|tsdadi
סִפּוּר|sipur
סִפּוּר|safur
סְבִיבוֹת|svivot
סְבִיבָם|svivam
נִפְגַּע|nifga
נִדְחֲתָה|nidxata
נְטוּל|netul
לְאֻמָּנִים|leˈomanim
לְאֻמָּנִים|laˈomanim
וּבַמַּעֲרָב|uvamaˈarav
עֲתוּדָה|atuda
עֲקוּרִים|akurim
אקוּטִי|aˈkuti
הַיְּשׁוּעָה|ajeʃuˈa
הָעֲתוּדָה|aˈatuda
הַחֲצִיָּה|axatsija
הָאֲסוּרָה|aˈasura
גִּשְׁרֵי|giʃrei
מִתְקְפוֹת|mitkafot
לַמּוֹרְדִים|lemordim
לַמּוֹרְדִים|lamordim
לְשַׁגְרִיר|laʃagrir
לְשַׁגְרִיר|leʃagrir
תִּגְבּוֹרוֹת|tigborot
וְחַיָּלִים|vexajalim
שְׁתִילֵי|ʃtilei
אַרְטִילֵרִית|artiˈlerit
כּוֹחוֹתֵיהֶם|koxotehem
הַמְּדֻמֶּה|amedume
הַתְּבוּסָה|atvusa
הַשְׁקָיָה|aʃkaja
הָאַגָּדוֹת|aˈagadot
סוֹחֲרִים|soxarim
מְשֻׁלֶּבֶת|meʃuˈlevet
מֵהַצָּבָא|meatsava
מְצֻיֶּנֶת|metsuˈjenet
יְלִידִים|jelidim
לְסִכְסוּךְ|lesixsux
לְסִכְסוּךְ|lasixsux
קִילוֹמֶטֶר|kiloˈmeter
קָרְבַּן|korban
פָשִׁיסְטִית|faˈʃistit
אֲמוּרִים|amurim
חָצוּ|xatsu
אִסְלַאם|islam
הַמִּתְקַדְּמִים|amitkadmim
הַקַּוִּים|akavim
הֶחֱזִיקָה|hexeˈzika
הַהַתְקָפוֹת|aatkafot
הַהִתְעָרְבוּת|ahitˈarvut
הַנְהָגָתוֹ|anagato
בִּירָתוֹ|birato
בִּשְׁלַבֵּי|biʃlabei
צַנְחָנִים|tsanxanim
סִכְסוּךְ|sixsux
נִשְׁלְחָה|niʃlexa
מְמֻגָּנִים|memuganim
מוֹרְדוֹת|mordot
מוֹרְדוֹת|moradot
מֻנַּף|munaf
מְשֻׁרְיָנִים|meʃurjanim
מַחֲזוֹת|maxazot
מֵהָאִי|meaˈi
מִסְמַךְ|mismax
יָרִיב|jariv
לַעֲקֹף|laˈakof
לְחִזּוּק|lexizuk
לְהִכָּנַע|lehikana
לְהַצִּיל|leatsil
וְאֶזְרָחִים|veˈezraxim
וְהַחַיָּלִים|veaxajalim
וּבְמִסְפַּר|uvmispar
וּבְמִסְפַּר|uvamispar
וְנֶשֶׁק|veˈneʃek
וְנֶשֶׁק|venaʃak
שֶׁכַּיּוֹם|ʃekajom
שֶׁהֵקִימוּ|ʃeheˈkimu
קִילוֹגְרָם|kilogram
קְדוֹשִׁים|kdoʃim
אִמְּצוּ|imtsu
חִדֵּשׁ|xideʃ
אַסְטְרָטֶגְיוֹת|estraˈtegjot
הַמִּתְנַדְּבִים|amitnadvim
הַמֻּרְכָּבִים|amurkavim
הַמִּשְׁלַחַת|amiʃˈlaxat
הִתְקִיפוּ|hitˈkifu
הַשַּׁגְרִיר|aʃagrir
הַחֵרוּת|axerut
הַכְּבוּשָׁה|akvuʃa
הַגְּבוּלוֹת|agvulot
הַרְפַּתְקָאוֹת|arpatkaˈot
הָרָאשִׁיּוֹת|araʃijot
בּוֹאָם|boˈam
בְּשִׁנּוּי|baʃiˈnui
בְּשִׁנּוּי|beʃiˈnui
בַּנֶּפֶשׁ|beˈnefeʃ
בַּנֶּפֶשׁ|baˈnefeʃ
רוּחָם|ruxam
רְשָׁתוֹת|reʃatot
סְפִינַת|sfinat
מְלֶאכֶת|meˈlexet
מוֹט|mot
מְשֻׁרְיָן|meʃurjan
מֵאַל|meˈel
מְאֻרְגָּן|meˈurgan
יְלִיד|jalid
לִמְחוֹת|limxot
לְתַפְקֵד|letafked
לַעֲבוֹדַת|leˈavodat
לַהַחְלָטָה|leaxlata
לַהַחְלָטָה|laaxlata
תֵּאוּם|teˈum
תַּרְגִּילֵי|targilei
וַהֲפִיכַת|veafixat
וְהָעֲשִׁירִים|veaˈaʃirim
שֶׁמִּחוּץ|ʃemixuts
שֶׁלְּיָמִים|ʃelejamim
שֶׁפָּעֲלָה|ʃepaˈala
שֶׁאָרְכּוֹ|ʃeˈorko
שֶׁהֻנְהֲגָה|ʃehunaga
שֶׁנִּתְּנָה|ʃenitna
פָּחֲתָה|paxata
פִּרְסְמוּ|pirsemu
פְּנִימִיּוֹת|pnimijut
פְּנִימִיּוֹת|pnimijot
עֶלְיוֹנָה|eljona
עִנְיְנֵי|injanei
עִנְיְנֵי|injani
חַפִּים|xapim
אִפְשְׁרוּ|ifʃeru
כַּוָּנָתוֹ|kavanato
הַמֶּמְשָׁלוֹת|amemʃalot
הַמִּפְרָץ|amifrats
הַמְּזֻיָּן|amezujan
הַמְּחָאוֹת|amxaˈot
הַמְּחָאוֹת|amexaˈot
הַיְּחִידִי|ajexidi
הַתִּקְווֹת|atikvot
הֻגְּשׁוּ|hugʃu
הַשָּׂדוֹת|asadot
הָאִזּוּן|aˈizun
הַחַקְלַאי|axaklai
הַחַקְלַאי|axaklaˈi
הַדְּרוּשִׁים|adruʃim
הִרְחִיב|hirxiv
הַצָּעָתוֹ|atsaˈato
הַסַּמָּל|aˈsemel
הַסַּמָּל|asamal
בְּתוֹרוֹ|betoro
בְּשַׁרְשֶׁרֶת|baʃarˈʃeret
בְּשַׁרְשֶׁרֶת|beʃarˈʃeret
בִּזְכוּיוֹת|bizxujot
בִּזְכוּיוֹת|bazxujot
בְּכוֹחוֹ|bekoxo
בַּכְּנֵסִיָּה|bixnesija
בַּכְּנֵסִיָּה|baknesija
בִּנְקֻדּוֹת|binkudot
בִּנְקֻדּוֹת|banekudot
רְצוּפִים|retsufim
צִבּוּרִיּוֹת|tsiburijot
צִבּוּרִיּוֹת|tsiburijut
נִשְּׂאוּ|nisˈu
נִצְפּוּ|nitspu
מַמְלַכְתִּית|mamlaxtit
מוּגַנִּים|muganim
מִשְׁטָחִים|miʃtaxim
מְקַבֶּלֶת|mekaˈbelet
מֵחַיִל|mexeil
מֵחֵיל|mexail
מַכַּת|makat
מְכוֹנִית|mexonit
יוֹרֶדֶת|joˈredet
לְמַחֲלוֹת|lemaxalot
לְמַחֲלוֹת|lamaxalot
לַמַּחְתֶּרֶת|lemaxˈteret
לַמַּחְתֶּרֶת|lamaxˈteret
לִקְלֹט|liklot
לְפַקֵּחַ|lefaˈkeˈax
לְפָרֵשׁ|lefareʃ
לְאֵשׁ|leˈeʃ
לְאֵשׁ|laˈeʃ
לְהִמָּצֵא|lehimatse
לְהַשְׁקִיעַ|leaʃˈkiˈa
לְהָפִיץ|leafits
לְהַצִּית|leatsit
לַדָּת|ledat
לַדָּת|ladat
לְטַהֵר|letaher
תִּקּוּנִים|tikunim
וּמִמֶּנּוּ|umiˈmenu
וִילָדִים|vijladim
וְחָמְרֵי|vexomrei
וְהַקְּרָב|veakrav
וְהַקְּרָב|veakarev
וְדָרַשׁ|vedaraʃ
וּבְמַקְבִּיל|uvemakbil
וְנִסּוּ|venisu
שֶׁמּוֹצָאָם|ʃemotsaˈam
שֶׁמְּקוֹרָם|ʃemekoram
שִׁנַּיִם|ʃiˈnajim
שֶׁבֻּצְּעוּ|ʃebutsˈu
שֶׁטָּעַן|ʃetaˈan
קִיר|kir
פְּתָחִים|ptaxim
חֵרוּת|xerut
אֲוִירָה|avira
אַכְזָרִית|axzarit
חֶרֶס|ˈxeres
הַמָּגָזִין|amagazin
הִתְמוֹדֵד|hitmoded
הִתְמַקֵּד|hitmaked
הִתְפָּרְצוּת|hitpartsut
הִתְאַחֲדוּ|hitˈaxadu
הִתְבַּסְּסוּ|hitbasesu
הֻכּוּ|huku
הַשַּׁיָּךְ|aʃajax
הַפְשָׁטָה|afʃata
הֶעָמֹק|aˈamok
הָעִירוֹנִית|aˈironit
הַחָפְשִׁיִּים|axofʃijim
הַחֲפָצִים|axafatsim
הַהֵיכָל|ahejxal
הַהַעֲרָכָה|aaˈaraxa
הַגְדָּרוֹת|agdarot
הַגְדָּרוֹת|agderot
הַבְּכוֹרָה|abexora
הֲבָנָה|avana
הַטֶּמְפֵּרָטוּרוֹת|atemperaˈturot
דְּגָלִים|dgalim
דַּרְגוֹת|dargot
בְּמִפְקֶדֶת|bemifˈkedet
בַּמִּגְזָר|bemigzar
בַּמִּגְזָר|bamigzar
בִּיכֹלֶת|bijexolet
בִּיצִירוֹת|bijetsirot
בִּיצִירוֹת|bajetsirot
בְּקֹטֶר|beˈkoter
בְּקֹטֶר|baˈkoter
בַּפּוֹלִיטִיקָה|bapoˈlitica
בָּאוֹקְיָנוֹס|baˈokˈjanus
בָּאוֹקְיָנוֹס|beˈokˈjanus
בְּנִמְצָא|banimtsa
טֶכְנִיִּים|ˈtexnijim
צְפוּיִים|tsfujim
צְפוּ|tsafu
סִגְנוֹנוֹת|signonot
נִמְשֶׁכֶת|nimˈʃexet
נוֹלְדוּ|noldu
נִשְׁדְּדוּ|niʃdedu
נִקְבְּעוּ|nikbeˈu
נְסִיגַת|nesigat
מִקּוּשׁ|mikuʃ
מֻזְכֶּרֶת|muzˈkeret
לִשְׂדֵרוֹת|lasderot
לִשְׂדֵרוֹת|lesderot
לַשְּׂדֵרָה|lasdera
לַשְּׂדֵרָה|lesdera
וְהַסּוֹכְנוּת|veasoxnut
חֵמָר|xemar
כָּרוֹז|karoz
הַמִּשְׁלוֹחִים|amiʃloxim
הַפִּקּוּדִיּוֹת|apikudijut
הַחֵרוּת|axerut
הַחֲרֵדִי|axaredi
הַכְשָׁרַת|axʃarat
הַבַּנְקָאִית|abankaˈit
בַּמָּצוֹק|bematsok
בַּמָּצוֹק|bamatsok
בָּרִיקָדוֹת|bariˈkadot
מְפַקְּדָהּ|mifkada
יַבְנֶה|jivne
וְתַפְקִידִים|vetafkidim
קַרְקָעוֹת|karkaˈot
עִמָּנוּ|aˈmenu
עִמָּנוּ|iˈmanu
הָעַצְמָאִי|aˈatsmaˈi
הַבְּרוֹנְזָה|aˈbronza
שָׂרַד|sarad
הַנִּקּוּז|anikuz
בְּיוֹזֶמֶת|bejozmat
בְּבִקְעַת|bevikˈat
בְּרֻבּוֹ|berubo
מְגֻוָּנִים|meguvanim
לְקִיּוּמוֹ|lekijumo
לְסִלּוּק|lesiluk
תִּעוּד|tiˈud
תְּצוּרַת|tetsurat
וְלִפְעָמִים|velifˈamim
שְׁמָם|ʃmam
שֶׁבְּאוֹתָהּ|ʃebeˈota
קְדֻשָּׁתוֹ|kduʃato
אוֹפַנֵּי|ofanei
חֲרִיפִים|xarifim
כְּפוּפָה|kfufa
כַּהֲלָכָה|kaalaxa
הַמְּקוֹרִיִּים|amekorijim
הַקּוֹמוֹת|akomot
הַדָּתוֹת|adatot
הַבּוֹדְדִים|abodedim
סְפוּרוֹת|sfurot
סְפוּרוֹת|ˈsporot
נִטְּעוּ|nitˈu
מַשְׁמָעוּתוֹ|maʃmaˈuto
מֶרְכָּזִיּוֹת|merkazijut
מֶרְכָּזִיּוֹת|merkazijot
מְסֻדָּרוֹת|mesudarot
לִיחִידַת|lixidat
לַקּוֹרֵא|lakore
לְחַקְלָאוּת|lexaklaˈut
לְחַקְלָאוּת|laxaklaˈut
לְכִוּוּן|lexaven
וּתְנָאֵי|utnai
וּתְנָאֵי|vetnaˈei
כַּד|kad
הַמְּיֻחָדוֹת|amejuxadot
הַמְּשַׁלְּבִים|ameʃalvim
הַמִּשְׁקָעִים|amiʃkaˈim
הַמְּדֻיָּק|amedujak
הִתְרַחֲבוּת|hitraxavut
הַקְּשָׁיִים|akʃajim
הַקֶּרֶן|aˈkeren
הַפְּרִיחָה|aprixa
הַהֲגִירָה|aagira
בַּיְּחִידָה|bijexida
בַּיְּחִידָה|bajexida
בְּאֶמְצְעֵי|beˈemtsaˈei
בְּאֶמְצְעֵי|baˈemtsaˈi
רָקֵטוֹת|raˈketot
רָכְשָׁה|raxʃa
נֹכַח|noxax
נוֹכֵחַ|ˈnoxax
נִשְׁמֶרֶת|niʃˈmeret
מִתַּלְמִידָיו|mitalmidav
מִפְעָלִים|mifˈalim
מְגֻוָּנוֹת|meguvanot
מְצוּיוֹת|metsujot
יִחוּדִיּוּת|jixudijot
לְשִׁיטוֹת|laʃitot
לְשִׁיטוֹת|leʃitot
לְשַׁוֵּק|leʃavek
לְהַסְתִּיר|leastir
לִבְסִיס|levasis
לִבְסִיס|labasis
וְסִפְרוּת|vesifrut
וְסִפְרוּת|vesaparut
שֻׁדְּרָה|ʃudra
שֶׁקַּיֶּמֶת|ʃekaˈjemet
שְׂפָתָם|sfatam
שֶׁחַי|ʃexai
שֶׁחַי|ˈʃexi
קִיּוּמָן|kijuman
חִטָּה|xita
חֲלֻקָּה|xaluka
הַמִּטְבָּחִים|amitbaxim
הַמַּצְבִּיעִים|amatsbiˈim
הַיִּצּוּר|ajitsur
הַשַּׁיֶּכֶת|aʃaˈjexet
הַשְׁלָמָה|aʃlama
הַקְּלִיטָה|aklita
הַקַּבָּלָה|akabala
הַקַּבָּלָה|akbala
הִזְמִין|hizmin
הַנִּדְרָשִׁים|anidraʃim
גִּרְסָתוֹ|girsato
בִּמְלוֹן|bemalon
בְּמָלוֹן|bamalon
בְּמִשְׂחֲקֵי|bemisxakei
בְּמִשְׂחֲקֵי|bemisxaki
בְּשִׁנּוּיִים|baʃinujim
בְּשִׁנּוּיִים|beʃinujim
טִפּוּלִים|tipulim
רַחֲבַת|raxavat
סִפְרִיּוֹת|sifrijot
סְבִיבָתִיִּים|svivatijim
הַהוֹן|ahon
לִבָּה|liba
אִישִׁיּוּתוֹ|iʃijuto
תְּרוּמוֹת|trumot
בְּמַאֲמָרוֹ|beˈmaˈamaro
פִּילוֹסוֹפִית|filoˈsofit
רַעַם|ˈraˈam
רַעַם|raˈam
מַקִּיפָה|mekifa
מְאַפְיֵן|meˈafjen
מַסֶּכֶת|maˈsexet
מַסֶּכֶת|masket
יַלְדוּתוֹ|jalduto
לְהִתְחָרוֹת|lehitxarot
תַּרְבּוּתִי|tarbuti
הַעֲלָאַת|aˈalaˈat
הַנִּתֶּנֶת|aniˈtenet
בִּקְבִיעוּת|bikviˈut
בְּסִיסִיִּים|bsisijim
מֵמַד|memad
מִתְמַקֶּדֶת|mitmaˈkedet
מִסִּפְרוֹ|misparo
מִסִּפְרוֹ|mesifro
לָאַרְמוֹן|leˈarmon
לָאַרְמוֹן|laˈarmon
לְנִתּוּחַ|leniˈtuˈax
לְנִתּוּחַ|laniˈtuˈax
תְּכוּנָה|txuna
וְזָכוּ|vezaxu
וְהַדֶּרֶךְ|veaˈderex
קְרוֹבָה|karova
הַתּוֹמֶכֶת|atoˈmexet
הָאֵלּוּ|aˈelu
הַכּוֹתְבִים|akotvim
הַבְּעָיוֹת|abeˈajot
בְּנוֹף|benof
בְּנוֹף|banof
רַוְחַת|ravxat
רַוְחַת|roˈvaxat
נוֹבְעוֹת|novˈot
שַׁיָּטֵי|ʃajatei
קוֹלְנוֹעִית|kolnoˈit
פִּרְקֵי|pirkei
עִצּוּרִים|itsurim
אָמָּנוּתִיּוֹת|omanutijot
חִבּוּרִים|xiburim
אַלְבּוֹמֵי|albomi
אַלְבּוֹמֵי|albomai
אַלְבּוֹמֵי|albomei
אַלְבּוֹמָהּ|alboma
הַמָּתֵמָטִיּוֹת|amateˈmatijot
הֹוֶה|hove
הֵקֵאנוּ|heˈkenu
הָאָמָּנוּתִית|aˈomanutit
הַחֲלוֹם|axalom
הָאָפֵל|aˈafel
הַכְּתִיב|aktiv
הַכְּתִיב|hixtiv
הַצִּלּוּמִים|atsilumim
הַנֶּאֱמָר|aneˈemar
בִּיֵּם|bijem
מִשֵּׁבֶט|miˈʃevet
יְדִידוֹ|jedido
לִמֵּד|limed
קְרִיאָתוֹ|kriˈato
הַצְּפִיָּה|atsfija
סִמְלִיּוּת|simlijut
סִפְרוּתִית|safrutit
מִתְפַּתֵּחַ|mitpaˈteˈax
מִחְיָה|mixja
לְגִישָׁה|legiʃa
לְגִישָׁה|lagiʃa
הַמַּלְחִין|amalxin
